Geneid	Gr11.bam	Gr12.bam	Gr13.bam	Gr31.bam	Gr32.bam	Gr33.bam
LOC123330249	0	0	0	0	0	0
NKD1	297	379	40	66	6	106
SNX20	4	2	0	4	2	4
NOD2	48	19	8	110	30	188
CYLD	513	510	573	585	409	727
SALL1	54	41	21	8	0	20
LOC102396667	2	2	2	0	0	0
LOC123330216	14	8	2	0	0	2
LOC112580229	0	0	0	3	5	0
TOX3	63	32	21	76	98	39
LOC123330401	0	0	0	0	0	0
LOC102414666	2	0	2	5	0	5
CHD9	2428	1830	2052	1388	631	2146
LOC123330358	0	0	1	0	0	0
RBL2	327	304	340	464	252	672
LOC102414885	396	324	342	347	407	300
LOC123330258	0	0	1	0	0	0
TRNAC-ACA_184	0	0	0	0	0	0
LOC123330359	0	0	0	0	0	0
LOC123330360	0	0	0	0	0	0
LOC123330361	0	0	0	0	0	0
RPGRIP1L	157	58	158	35	17	42
FTO	818	608	637	336	202	453
LOC112580232	61	14	81	8	0	12
TRNAG-UCC_122	4	0	0	0	0	0
LOC123330364	6	4	13	1	0	3
LOC123330362	15	3	28	2	4	6
LOC112580496	0	0	0	0	2	0
LOC123330365	0	0	0	2	2	2
TRNAE-CUC_48	0	0	0	0	0	0
IRX3	146	192	72	740	402	1012
LOC123330222	0	0	0	0	0	0
LOC123330227	0	0	0	0	0	0
TRNAW-CCA_141	0	0	0	0	0	0
LOC102404867	0	0	2	3	2	5
LOC102405195	0	0	0	21	14	30
IRX5	0	0	0	47	36	84
LOC123330370	0	0	0	0	0	0
LOC123330371	0	0	0	0	0	0
TRNAW-CCA_142	0	0	0	0	0	1
IRX6	2	0	0	0	0	0
LOC112580234	0	0	0	0	0	0
LOC102402030	0	0	0	0	0	0
MMP2	852	1071	171	3453	4744	2043
LPCAT2	87	32	37	266	100	465
TRNAG-GCC_52	0	0	0	0	0	0
LOC112580503	0	0	0	0	0	2
CAPNS2	6	0	4	28	30	28
LOC123330372	0	0	0	0	0	0
TRNAF-GAA_38	0	0	0	0	0	0
SLC6A2	6	0	0	28	44	22
TRNAR-CCU_37	0	0	0	0	0	0
LOC102403096	0	48	0	0	4	0
LOC102402768	0	2	0	0	5	0
LOC112580110	0	0	0	0	0	0
LOC102399426	2	57	4	12	15	11
LOC102399099	0	0	0	0	2	4
LOC102398781	15	44	2	15	11	11
LOC102398455	2	40	10	194	167	217
LOC123330380	0	0	0	0	0	1
BBS2	119	89	119	259	156	342
LOC112580236	0	0	0	0	0	0
OGFOD1	240	179	254	117	78	149
LOC112580507	4	2	2	0	0	0
NUDT21	262	293	306	135	109	134
AMFR	1404	1588	1030	739	542	936
GNAO1	0	0	0	15	9	19
CES5A	77	62	115	0	0	0
LOC102393570	1	2	10	0	0	0
NUP93	1016	937	756	62	28	97
SLC12A3	2	2	8	0	0	0
HERPUD1	2132	2028	1988	811	837	734
LOC123330384	0	2	2	2	6	0
LOC112580240	0	0	2	0	0	0
NLRC5	20	25	63	28	19	34
LOC123330385	0	0	0	0	0	0
CPNE2	73	51	17	174	59	301
PSME3IP1	431	391	280	265	206	339
RSPRY1	589	453	504	269	228	330
LOC102393715	299	318	213	302	234	325
TRNAG-ACC_7	2	0	0	0	0	0
LOC102393391	0	2	2	179	89	268
TRNAL-CAG_14	0	0	0	2	2	0
TRNAL-CAG_15	0	0	0	2	2	0
TRNAL-CAG_16	0	0	0	0	0	0
LOC123330236	0	0	0	0	0	0
CCL22	0	0	0	0	0	0
CX3CL1	11	6	2	15	0	25
CCL17	152	1553	94	2	0	2
CIAPIN1	281	325	193	152	91	216
COQ9	164	139	78	97	48	135
POLR2C	418	492	272	263	240	289
DOK4	137	229	87	10	6	24
CCDC102A	38	40	8	22	8	75
ADGRG5	2	4	0	9	15	10
ADGRG1	608	810	444	291	84	466
ADGRG3	4	0	2	8	12	4
DRC7	0	2	0	0	0	0
LOC123330387	0	0	2	0	0	0
KATNB1	100	135	59	50	31	80
KIFC3	257	202	187	339	249	393
LOC123330237	0	0	0	0	0	0
CNGB1	0	2	0	1	0	2
LOC102403207	2	0	0	0	0	0
ZNF319	58	31	26	10	10	34
USB1	71	64	48	98	69	119
LOC123330388	12	0	2	0	3	0
LOC123330389	0	0	2	2	0	2
TRNAC-GCA_199	0	0	0	0	0	0
LOC123330390	0	0	0	0	0	0
MMP15	491	668	200	340	207	484
CFAP20	115	118	66	202	237	120
LOC112580245	11	1	22	0	0	2
CSNK2A2	288	256	265	190	140	237
CCDC113	6	0	0	0	0	0
PRSS54	0	0	0	0	0	0
LOC112580530	0	0	0	0	0	0
GINS3	62	91	50	16	25	18
LOC123330391	0	0	0	0	0	0
NDRG4	5	12	4	115	67	163
LOC123330392	0	0	0	0	0	0
TRNAG-CCC_183	0	0	0	0	0	0
LOC123330393	0	0	0	0	0	0
SETD6	98	70	121	47	38	57
CNOT1	5360	4042	4723	1840	1067	2728
LOC112580481	20	4	42	7	20	13
LOC112580482	39	35	52	55	106	14
SLC38A7	364	496	388	33	30	54
GOT2	1482	1881	1234	268	126	448
LOC123330394	8	4	9	0	0	0
LOC112580113	0	0	0	0	0	0
TRNAA-AGC_24	0	0	0	0	0	0
CDH8	7	0	0	2	0	4
LOC112580484	0	0	0	0	0	0
TRNAC-ACA_185	0	0	0	0	0	0
LOC102389832	98	167	52	46	42	32
TRNAC-GCA_200	0	0	1	0	0	0
LOC123330398	0	0	0	0	0	0
LOC123330399	0	0	0	0	0	0
TRNAC-ACA_186	0	0	0	0	0	0
CDH11	2221	1078	436	240	254	256
LOC112580247	17	1	2	2	0	2
LOC123465074	11	10	4	6	2	6
LOC123330410	0	0	0	0	0	0
LOC123330407	0	0	0	0	0	0
LOC123330413	0	0	0	0	0	0
LOC112580248	0	0	0	2	2	0
LOC123330412	0	0	0	0	0	0
LOC123330409	0	0	0	0	0	0
LOC123465142	0	0	0	0	0	0
LOC123330411	0	0	0	0	0	0
LOC102398794	0	0	0	0	0	0
LOC123330408	0	0	0	0	0	0
LOC123330414	0	0	0	0	0	0
LOC123330415	0	0	0	0	0	0
CDH5	988	225	353	385	0	807
LOC123330416	0	0	0	4	0	9
BEAN1	0	0	0	5	3	4
LOC123330417	0	0	0	0	0	0
LOC112580250	16	0	3	5	2	12
TK2	114	105	76	78	38	112
LOC102397602	2	0	0	0	0	0
LOC102404259	2	0	0	0	0	0
CMTM2	0	0	0	0	0	0
LOC102396947	7	14	2	9	9	8
CMTM3	177	163	43	61	67	39
CMTM4	1777	1403	1622	144	78	213
TRNAG-CCC_184	4	2	11	0	0	0
DYNC1LI2	1217	1107	928	1209	774	1648
TERB1	18	12	23	3	3	4
NAE1	294	241	229	87	89	122
CA7	2	0	0	0	0	0
PDP2	252	291	224	42	39	58
CDH16	14	32	4	5	9	0
RRAD	22	13	4	171	59	305
CIAO2B	128	174	64	119	137	87
CES2	24	18	20	52	42	64
LOC102391946	0	0	0	0	0	0
CES3	0	0	0	0	0	0
CES4A	14	14	12	2	2	2
CBFB	1156	1148	1268	290	271	346
LOC102389940	448	303	642	28	23	66
PHAF1	295	208	239	72	50	76
B3GNT9	187	121	32	30	28	32
LOC123330419	0	0	0	2	2	0
TRADD	48	73	54	53	67	41
FBXL8	11	14	9	2	0	7
HSF4	35	20	45	50	14	94
NOL3	53	24	44	32	26	52
KIAA0895L	43	28	42	0	2	10
EXOC3L1	30	6	4	0	0	0
E2F4	335	337	157	159	130	200
ELMO3	246	212	170	208	184	239
LRRC29	24	0	10	13	8	15
TMEM208	127	174	86	214	310	91
FHOD1	122	91	106	320	120	494
SLC9A5	5	2	2	8	2	10
LOC123330420	0	0	2	0	0	0
PLEKHG4	820	707	625	8	14	6
KCTD19	46	45	54	0	0	0
LRRC36	5	2	7	1	0	5
TPPP3	97	207	26	114	143	119
ZDHHC1	4	0	3	20	8	26
LOC123330421	0	0	0	0	0	2
HSD11B2	131	62	80	2	4	0
ATP6V0D1	1837	2630	1287	599	461	692
LOC102406663	0	0	0	2	2	0
LOC112580252	10	4	7	1	1	4
RIPOR1	2241	1575	1614	679	316	1066
LOC112580253	17	2	18	10	0	20
CTCF	1706	1129	1741	549	358	693
CARMIL2	8	10	8	2	6	4
LOC123330424	0	0	0	0	0	0
ACD	74	86	56	74	45	89
PARD6A	11	8	5	8	0	19
ENKD1	6	4	5	16	6	18
C18H16orf86	0	0	2	2	0	3
GFOD2	118	83	99	57	28	76
LOC102401461	2	0	6	0	2	0
RANBP10	307	262	204	142	82	185
TRNAG-CCC_185	0	0	0	0	0	0
TSNAXIP1	2	2	0	0	0	0
CENPT	118	168	92	4	0	4
THAP11	227	191	82	82	54	114
NUTF2	652	690	386	366	400	366
EDC4	355	296	242	250	181	293
NRN1L	4	0	2	0	2	4
TRNAS-AGA_16	0	0	0	0	0	0
PSKH1	193	200	119	78	54	104
PSMB10	24	26	14	57	69	46
LCAT	41	21	22	65	42	112
SLC12A4	215	146	156	434	156	740
DPEP3	0	2	0	0	0	2
LOC102393834	0	0	0	6	0	10
DPEP2NB	0	0	0	2	0	2
DDX28	56	90	34	34	34	47
DUS2	52	37	43	36	30	32
NFATC3	1202	1082	1275	323	193	396
TRNAC-GCA_201	0	0	0	0	1	0
LOC112580526	0	0	1	0	0	0
ESRP2	657	815	552	668	431	821
PLA2G15	5592	13270	5935	50	46	65
SLC7A6	1043	1199	1131	28	26	20
SLC7A6OS	132	117	102	58	65	81
PRMT7	228	231	276	114	115	109
LOC112580483	0	0	0	0	0	0
SMPD3	104	277	51	19	16	37
LOC102404702	7	20	10	7	9	2
LOC123330427	7	0	4	0	0	0
LOC123330316	31	30	48	0	0	0
LOC102402960	12	12	26	4	2	2
ZFP90	415	337	403	94	68	121
CDH3	13	38	15	285	4	556
LOC123330430	17	2	3	0	0	2
LOC123330429	0	0	0	0	0	0
LOC123330428	0	0	0	20	0	34
LOC112580508	0	0	0	0	0	0
LOC123330386	2	0	0	0	0	2
CDH1	10328	14912	10149	3551	2188	4815
LOC102397999	346	213	288	96	84	121
TRNAG-UCC_123	0	0	0	0	0	0
DERPC	476	511	381	210	171	221
CHTF8	92	112	46	50	38	48
UTP4	216	152	181	135	116	130
LOC123330432	12	8	4	2	0	2
SNTB2	940	775	1088	599	318	742
TRNAE-UUC_146	0	0	2	0	0	0
VPS4A	502	622	403	238	161	353
COG8	225	251	154	129	115	143
NIP7	230	199	241	83	77	90
TMED6	419	314	448	157	112	195
TERF2	401	371	384	171	107	259
LOC102394407	2186	2301	2263	791	610	928
LOC123330319	6	4	1	0	0	0
TRNAD-GUC_24	0	0	0	0	0	0
NFAT5	2963	1854	4649	1799	1183	2414
NQO1	47	106	58	75	101	50
LOC123330433	7	0	8	6	10	1
NOB1	262	241	205	133	129	147
WWP2	427	462	343	375	172	521
PSMD7	558	628	578	483	432	551
LOC112580259	0	0	0	0	0	0
LOC123330435	0	0	0	0	0	0
LOC102400340	2	6	0	4	0	14
ZFHX3	8415	6559	7252	829	249	1382
LOC123330437	215	19	260	14	4	33
LOC102400551	351	58	639	21	16	47
LOC123330436	0	8	1	0	0	0
LOC112580514	0	0	0	0	0	0
LOC123330347	0	0	0	0	0	0
TRNAL-UAA_6	0	0	0	0	0	0
PMFBP1	4	2	0	0	0	0
DHX38	373	315	223	214	103	355
TXNL4B	124	152	130	31	20	50
HP	0	0	0	6	2	8
LOC123330193	26	24	28	14	10	12
DHODH	67	70	33	44	30	42
LOC123330439	0	0	6	0	0	0
PKD1L3	31	18	26	28	16	28
TRNAG-CCC_186	0	0	0	0	0	0
IST1	949	1054	998	677	458	889
ZNF821	22	15	15	34	28	50
ATXN1L	610	386	369	294	162	453
AP1G1	2153	2044	2066	830	543	1181
LOC112580487	26	18	47	20	22	26
PHLPP2	2854	4535	3887	212	145	280
MARVELD3	112	54	86	56	56	50
TAT	12	1	8	8	10	0
LOC112580515	0	0	0	0	0	0
ZNF19	24	20	8	32	15	44
CHST4	0	0	2	0	2	0
TRNAG-CCC_187	0	0	0	0	0	0
ZNF23	65	42	94	46	24	52
TLE7	0	0	0	0	0	0
TRNAM-CAU_30	0	0	0	0	0	0
LOC112580264	0	0	0	0	0	0
CALB2	6	4	14	4	2	8
CMTR2	205	401	181	66	68	63
HYDIN	32	18	20	8	6	4
LOC123330441	0	0	2	0	0	0
POP4	301	343	227	283	316	260
PLEKHF1	30	52	22	68	36	93
LOC123330443	0	0	2	0	0	2
TRNAC-GCA_202	0	0	0	0	0	0
C18H19orf12	50	44	23	10	12	22
CCNE1	266	214	225	42	34	40
LOC112580265	0	0	0	3	1	2
URI1	237	200	317	372	160	459
LOC123330444	0	0	0	0	0	0
LOC123330448	0	0	0	0	0	0
ZNF536	9	0	2	4	0	12
LOC123330447	0	0	0	0	0	0
LOC123330446	0	0	0	0	0	0
TRNAY-GUA_55	0	0	0	0	0	0
LOC123330445	0	0	0	0	0	0
LOC112580267	0	0	0	0	0	0
LOC123330449	0	0	0	0	0	0
LOC112580270	0	0	0	0	0	3
TRNAR-ACG_22	0	0	0	0	0	0
TSHZ3	269	52	89	133	72	214
LOC123465075	5	0	0	2	0	2
LOC123330453	0	0	0	0	0	0
LOC123330349	0	0	0	0	0	0
LOC123330350	0	0	0	0	0	0
LOC123330351	0	0	6	0	0	0
LOC123330352	0	0	2	0	0	0
LOC123330396	0	0	0	0	0	0
TRNAG-CCC_188	0	0	0	0	0	0
LOC123330397	0	0	0	0	0	0
LOC123330455	0	0	0	0	0	0
LOC123330456	0	0	0	0	0	2
ZNF507	504	240	423	305	170	421
LOC123465076	1	2	0	0	2	0
DPY19L3	302	395	227	144	81	172
PDCD5	115	121	83	78	104	70
ANKRD27	3423	3327	3974	413	247	557
LOC112580273	23	1	31	4	0	8
LOC102414808	180	111	252	0	0	2
LOC102415369	63	51	46	42	32	36
NUDT19	231	231	186	73	70	81
TDRD12	170	145	264	20	22	14
SLC7A9	0	5	2	0	0	0
CEP89	136	89	112	52	36	98
FAAP24	64	65	64	16	22	15
RHPN2	1345	1326	1415	207	103	337
GPATCH1	400	285	424	139	87	165
WDR88	11	12	24	0	0	1
TRNAT-AGU_11	2	0	2	11	21	0
LRP3	21	25	12	10	14	11
SLC7A10	0	0	0	2	6	0
CEBPA	569	772	650	20	18	22
CEBPG	277	202	164	159	170	150
PEPD	405	777	289	407	278	532
CHST8	2	0	0	4	3	2
TRNAY-GUA_56	0	0	0	0	0	0
LOC123330353	0	0	0	0	0	0
KCTD15	135	126	130	83	20	128
LOC102412545	8	4	3	16	14	20
LOC112580276	4	10	14	11	9	10
LOC102389231	44	56	44	38	31	34
LSM14A	1131	915	755	1090	786	1359
GARRE1	446	217	242	410	228	600
TRNAR-GCG_10	0	0	0	0	0	0
TRNAG-UCC_124	0	0	0	2	0	6
LOC123330458	0	0	0	2	0	6
GPI	3374	3012	2422	3863	3060	4627
PDCD2L	27	33	22	27	17	38
UBA2	1275	1274	1208	797	726	960
LOC102403272	77	50	15	87	26	151
LOC112580279	0	0	0	0	0	0
LOC112580520	0	0	0	0	0	0
LOC102397134	0	0	0	0	0	0
LOC102397458	0	0	0	0	0	0
LOC112580519	0	0	0	0	0	0
LOC102397779	0	0	0	0	0	0
LOC112580165	0	0	0	0	0	0
LOC123330452	0	0	0	0	0	0
LOC112580524	0	0	0	0	0	0
LOC123330395	0	0	0	0	0	0
LOC123330354	0	0	0	0	0	0
ZNF302	25	18	18	7	5	9
ZNF599	36	15	32	12	10	23
LOC112580389	0	0	4	0	0	0
LOC102412968	62	20	114	47	16	72
TRNAC-ACA_187	1	0	0	0	0	0
ZNF792	252	196	260	199	156	258
LOC123465145	0	0	0	2	0	2
GRAMD1A	73	48	27	221	86	404
SCN1B	4	2	0	26	9	44
HPN	10	60	0	32	60	0
FXYD3	38	76	23	836	416	1156
LGI4	16	16	4	14	2	33
FXYD1	68	18	4	77	13	126
FXYD7	0	0	0	8	1	12
FXYD5	74	120	20	256	198	327
LOC112580398	0	0	2	0	0	0
LOC123330463	0	0	0	0	0	0
FAM187B	0	0	0	0	0	0
LSR	625	770	425	354	243	411
USF2	387	392	226	283	224	340
LOC102390433	0	0	0	0	0	0
MAG	0	0	0	0	0	4
CD22	0	0	0	2	0	2
FFAR1	0	0	0	0	0	0
FFAR3	2	0	4	0	0	0
LOC102401562	0	0	0	0	0	0
LOC102391489	0	0	0	2	0	2
LOC102390696	0	0	0	0	0	0
DMKN	14	63	6	6	12	4
SBSN	2	0	4	2	8	6
GAPDHS	16	10	18	12	12	18
TMEM147	389	591	215	195	221	164
ATP4A	227	329	325	0	0	0
LOC123330464	0	0	0	0	0	0
LOC102415619	58	65	56	30	28	59
LOC123330465	6	1	0	0	0	0
HAUS5	429	187	448	140	74	229
RBM42	440	533	321	279	203	368
ETV2	16	20	0	4	4	8
LOC102413847	650	952	403	824	1001	652
TRNAT-UGU_9	0	0	0	0	0	0
UPK1A	765	1491	29	126	258	0
ZBTB32	1	2	0	1	2	3
KMT2B	118	80	59	44	28	78
IGFLR1	21	17	16	28	42	32
U2AF1L4	80	109	75	154	112	157
PSENEN	469	604	244	385	500	324
LIN37	62	74	57	69	52	72
HSPB6	120	80	14	79	46	135
PROSER3	16	19	20	4	4	8
ARHGAP33	34	14	6	2	0	4
LOC102409439	0	0	0	0	0	0
PRODH2	0	0	0	0	0	0
NPHS1	2	0	0	0	0	0
LOC112580516	0	0	0	0	0	0
KIRREL2	0	0	0	2	2	0
APLP1	82	56	15	59	53	90
NFKBID	47	26	58	120	87	146
HCST	5	10	0	8	8	4
LOC102406319	37	48	16	76	132	15
LRFN3	35	19	14	29	10	45
SDHAF1	21	28	25	48	36	56
SYNE4	71	86	53	21	12	22
ALKBH6	21	49	31	40	33	56
CLIP3	202	121	96	219	147	262
THAP8	26	15	9	10	4	22
WDR62	150	143	103	86	106	55
OVOL3	0	0	0	0	2	0
POLR2I	73	96	14	99	152	93
TBCB	453	671	279	381	473	306
CAPNS1	1515	2103	833	1959	1572	2367
LOC102393658	17	18	6	94	122	68
ZNF565	57	43	48	77	97	56
ZNF146	1315	1091	1169	854	828	868
ZNF567	211	217	211	73	62	76
ZNF461	70	67	79	39	59	24
ZNF529	168	167	204	59	44	103
LOC112580382	149	133	119	70	40	99
LOC112580504	1	3	0	2	3	2
LOC123465165	0	0	2	0	0	0
LOC102395792	198	68	156	158	117	199
LOC112580480	0	4	0	0	0	0
ZNF829	18	28	16	9	16	4
LOC102396719	97	51	117	52	32	76
LOC123330257	6	2	0	0	0	0
LOC123330255	104	37	65	37	30	55
TRNAE-UUC_147	0	0	0	0	0	0
LOC102398313	25	8	17	12	2	23
ZNF527	73	70	80	55	18	81
LOC102398634	102	54	53	46	39	66
ZNF570	109	93	91	49	47	50
LOC102399825	93	76	62	43	33	69
TRNAC-ACA_188	0	0	0	0	0	0
LOC102399617	133	164	115	33	39	48
LOC123330256	0	1	2	0	0	0
LOC102401561	11	8	9	6	14	3
LOC102393117	280	203	219	59	59	65
LOC102398960	6	0	4	0	0	0
LOC112580280	2	0	4	0	0	0
LOC102391600	101	17	165	4	6	0
SIPA1L3	1704	1049	1007	329	185	396
LOC112580527	0	0	0	0	0	0
DPF1	9	12	0	12	6	8
PPP1R14A	51	61	11	233	39	441
LOC102390817	0	0	1	1	0	3
SPINT2	2746	4210	2017	4167	3567	4666
C18H19orf33	22	80	2	1464	1166	1742
YIF1B	95	161	56	61	51	72
KCNK6	311	392	246	150	102	222
CATSPERG	46	9	44	27	29	50
LOC102415617	14	6	25	7	12	9
PSMD8	575	738	439	405	346	426
GGN	10	4	2	30	14	29
SPRED3	35	32	12	83	48	116
FAM98C	38	39	21	60	63	45
RASGRP4	16	20	6	23	40	18
RYR1	22	6	12	74	18	125
MAP4K1	12	8	10	0	8	0
EIF3K	717	786	365	486	470	468
LOC123330469	2	0	0	0	0	0
ACTN4	9025	11256	6473	5742	2303	9216
CAPN12	0	0	2	14	7	18
TRNAE-CUC_49	0	0	0	0	0	0
LGALS7	0	2	0	0	0	0
LOC102398000	0	0	0	0	0	0
LGALS4	8	10	4	2	6	2
ECH1	272	199	147	91	87	107
HNRNPL	2490	2480	1644	1517	996	2084
LOC123330470	173	37	239	212	80	324
TRNAW-CCA_143	0	0	0	0	0	0
RINL	2	13	0	4	2	6
SIRT2	441	637	343	147	122	203
NFKBIB	84	81	59	80	36	146
TRNAG-UCC_125	2	0	0	2	0	4
CCER2	2	2	4	7	6	27
SARS2	109	130	78	68	48	80
MRPS12	122	132	66	36	44	30
FBXO17	113	65	86	4	4	10
LOC112580522	2	0	2	0	0	0
LOC123330471	16	6	22	0	0	0
TRNAG-CCC_189	0	0	0	0	0	0
LOC102397030	0	0	0	0	0	0
LOC102396720	0	0	0	0	0	0
LOC112580117	0	0	0	0	0	0
LOC123465077	0	0	0	0	0	0
LOC123330356	0	0	0	0	0	0
LOC112580119	0	0	0	0	0	0
LOC102396420	0	0	0	0	0	0
LOC102396117	0	0	0	0	0	0
ACP7	0	0	0	0	0	0
PAK4	363	405	268	277	184	414
NCCRP1	0	2	2	0	0	2
SYCN	0	6	2	0	0	0
LOC102395794	0	0	0	0	0	0
LOC102395476	0	0	0	0	0	0
IFNL3	0	0	0	0	0	0
EID2	32	13	6	42	12	68
LOC112580166	0	0	0	0	0	0
LOC102394941	0	0	0	0	0	0
LEUTX	0	0	0	0	0	0
DYRK1B	117	119	56	93	27	185
FBL	562	636	307	238	237	306
LOC102395261	2	0	0	4	2	2
LOC102396331	5	1	5	11	2	10
TRNAG-CCC_190	0	0	0	0	0	0
LOC123330472	28	2	5	4	2	10
MAP3K10	120	74	40	86	36	121
TTC9B	0	0	0	0	0	0
CCNP	54	58	48	26	12	38
AKT2	299	252	170	112	80	186
C18H19orf47	123	96	51	30	13	48
PLD3	3866	6668	2750	940	761	1082
HIPK4	25	42	32	13	10	16
PRX	47	13	20	57	30	80
LOC112580288	0	0	0	0	0	0
SERTAD1	94	83	45	486	835	162
SERTAD3	294	430	179	355	302	404
BLVRB	174	450	108	176	215	144
NUMBL	63	60	10	63	42	106
COQ8B	85	91	134	91	60	142
ITPKC	281	244	228	393	203	580
C18H19orf54	72	68	47	26	15	54
SNRPA	135	178	113	54	19	78
EGLN2	242	277	108	133	86	168
LOC112577656	8	0	1	5	3	6
LOC102410686	30	54	7	37	7	66
LOC102410361	0	22	0	1	7	0
LOC102401344	0	0	0	0	0	0
LOC102403381	0	0	0	0	0	0
LOC112580290	180	212	88	104	82	150
LOC102403709	0	2	0	0	0	0
LOC123465096	0	0	0	0	0	0
LOC123330130	0	0	0	0	0	0
LOC123330128	47	73	36	36	50	24
LOC123330136	0	0	0	0	0	0
LOC123465095	0	0	0	2	2	0
LOC123330140	0	0	0	0	0	2
LOC123330131	0	0	0	0	0	0
LOC112580303	0	0	0	0	0	0
LOC123330137	0	0	0	0	0	0
LOC102389842	0	0	0	0	0	0
LOC102416631	16	25	13	8	6	21
LOC102390727	0	4	2	0	0	2
LOC123330123	16	4	14	5	12	10
LOC102416080	231	350	174	652	245	1050
AXL	390	290	71	371	188	520
LOC112580293	4	4	4	1	0	3
HNRNPUL1	3120	3225	2088	1463	830	2009
LOC112580292	5	2	7	2	2	4
CCDC97	217	242	132	184	83	277
TGFB1	345	456	158	379	317	409
B9D2	24	50	8	12	18	12
TMEM91	0	2	0	2	0	4
EXOSC5	132	125	77	56	41	86
BCKDHA	285	372	180	120	79	218
B3GNT8	49	116	33	18	24	21
LOC123330124	0	0	0	2	0	2
LOC123465099	4	0	6	4	6	0
DMAC2	37	42	21	30	16	34
ERICH4	0	0	0	0	0	0
LOC112580295	0	0	0	0	0	0
LOC112580300	0	0	0	8	2	9
LOC123330133	0	0	0	0	0	0
LOC123465097	0	0	0	2	0	2
LOC123465098	0	0	0	0	0	0
LOC123331044	0	0	0	0	0	0
LOC123465094	6	0	0	8	15	0
LOC112580302	0	0	2	0	2	0
CEACAM1	2573	3792	2650	193	136	303
LOC112580304	0	0	0	0	0	0
LIPE	34	23	11	4	2	8
CNFN	0	0	0	0	0	0
MEGF8	433	225	174	242	138	338
TMEM145	9	4	4	10	2	12
PRR19	2	6	6	2	2	0
PAFAH1B3	227	281	115	105	111	109
CIC	766	597	328	308	135	497
ERF	254	163	91	224	173	295
GSK3A	587	670	342	288	176	372
ZNF526	109	77	58	55	22	80
DEDD2	139	190	163	116	91	125
LOC112580306	2	4	3	7	9	2
POU2F2	4	1	2	19	13	32
LOC112580308	0	2	0	0	2	0
ZNF574	154	104	55	81	72	140
GRIK5	36	12	0	59	18	90
ATP1A3	0	0	0	0	0	0
RABAC1	550	735	367	593	568	544
LOC112580309	0	0	0	8	2	15
ERFL	0	0	0	4	3	4
ARHGEF1	959	793	515	413	197	602
CD79A	0	0	0	0	0	4
RPS19	2447	2531	1100	2150	2341	1921
DMRTC2	0	0	0	0	0	0
LYPD4	0	0	0	0	0	0
LOC102405962	0	4	0	0	0	0
LOC102405292	0	0	0	0	0	0
LOC112582808	0	0	0	0	0	0
LOC112582809	0	1	0	0	0	0
LOC123465101	0	0	0	0	0	0
LOC112580313	2	0	0	0	0	0
LOC102411025	0	0	0	0	0	0
LOC112580497	0	0	0	0	0	0
TRNAW-CCA_144	0	0	0	0	0	0
CXCL17	0	0	0	2	2	2
LOC102401585	0	1	4	0	0	0
CD177	0	0	0	0	0	2
TEX101	0	0	0	0	0	0
LOC102403094	0	0	0	0	0	0
SPA3	0	0	0	0	0	0
LOC123465102	0	0	0	0	0	0
TRNAW-CCA_145	0	0	0	0	0	0
TRNAE-UUC_148	0	0	0	0	0	0
TRNAA-AGC_25	0	0	0	0	0	0
LYPD3	50	36	12	42	14	54
PHLDB3	202	195	151	163	110	191
ETHE1	147	187	45	48	28	53
ZNF575	51	37	12	13	4	44
XRCC1	214	255	155	99	59	100
LOC112580316	7	4	2	0	0	0
LOC112580317	33	368	14	0	0	0
LOC123464559	44	652	46	0	0	0
LOC102406233	0	1	1	0	0	0
IRGQ	470	274	426	182	80	198
ZNF576	69	28	46	41	50	48
LOC123330262	0	6	5	4	0	4
ZNF428	95	56	27	41	36	55
LOC112580318	0	0	2	2	2	2
CADM4	20	24	27	4	4	6
PLAUR	38	38	15	1428	1768	1016
LOC102410032	0	0	0	0	0	0
IRGC	0	0	0	0	0	0
LOC123330141	0	2	0	2	6	0
LOC102414175	0	0	0	0	0	0
SMG9	209	167	105	108	64	154
LOC123330142	0	0	0	10	10	2
KCNN4	9	16	14	232	202	228
LYPD5	16	10	2	23	17	30
LOC123330143	0	0	1	0	0	2
ZNF283	76	53	96	45	32	65
ZNF404	10	8	17	6	8	4
LOC123327513	110	116	101	73	58	97
LOC123330146	13	15	20	15	4	29
LOC102392841	2	0	0	1	1	0
LOC102391408	72	41	39	36	24	53
LOC123330147	0	0	1	0	0	0
ZNF235	78	56	59	56	22	99
ZNF112	95	104	200	74	60	90
LOC123327544	0	0	0	0	0	0
LOC102389425	8	0	11	12	8	4
ZNF180	175	141	179	74	29	114
CEACAM20	24	51	46	0	0	0
LOC123330149	0	0	0	0	0	2
IGSF23	2	20	0	0	0	0
PVR	28	59	40	158	72	243
CEACAM19	588	967	459	36	40	44
LOC112580321	111	24	180	0	0	0
LOC123465078	0	0	0	0	0	0
CEACAM16	0	0	0	2	2	0
LOC112580322	4	2	8	0	0	0
BCL3	57	89	32	257	178	375
CBLC	168	240	118	167	73	226
BCAM	7499	13036	4374	1207	703	1789
NECTIN2	1695	2060	1078	732	327	1152
TRNAC-GCA_203	0	0	0	0	0	0
TOMM40	478	480	263	146	108	166
APOE	231	437	30	99	27	171
APOC4	4	0	0	0	0	0
APOC2	0	177	0	0	0	0
CLPTM1	1158	1530	636	448	232	653
RELB	32	32	24	212	77	297
LOC102398092	276	200	326	164	72	243
ZNF296	0	0	0	2	0	2
GEMIN7	67	83	35	41	34	47
